Groups:
Filter:Filter_0_inst|Filter_bits[11..0] =, Filter:Filter_0_inst|Filter_bits[11], Filter:Filter_0_inst|Filter_bits[10], Filter:Filter_0_inst|Filter_bits[9], Filter:Filter_0_inst|Filter_bits[8], Filter:Filter_0_inst|Filter_bits[7], Filter:Filter_0_inst|Filter_bits[6], Filter:Filter_0_inst|Filter_bits[5], Filter:Filter_0_inst|Filter_bits[4], Filter:Filter_0_inst|Filter_bits[3], Filter:Filter_0_inst|Filter_bits[2], Filter:Filter_0_inst|Filter_bits[1], Filter:Filter_0_inst|Filter_bits[0],  signed decimal

Data:
time unit: s, Filter:Filter_0_inst|Filter_bits[11..0], Filter:Filter_0_inst|Filter_bits[11], Filter:Filter_0_inst|Filter_bits[10], Filter:Filter_0_inst|Filter_bits[9], Filter:Filter_0_inst|Filter_bits[8], Filter:Filter_0_inst|Filter_bits[7], Filter:Filter_0_inst|Filter_bits[6], Filter:Filter_0_inst|Filter_bits[5], Filter:Filter_0_inst|Filter_bits[4], Filter:Filter_0_inst|Filter_bits[3], Filter:Filter_0_inst|Filter_bits[2], Filter:Filter_0_inst|Filter_bits[1], Filter:Filter_0_inst|Filter_bits[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, 
253, 63, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 
254, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
255, 56, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
256, 48, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
257, 38, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
258, 27, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 
259, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
260, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
261, -13, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
262, -25, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
263, -35, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 
264, -43, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
265, -49, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
266, -53, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
267, -54, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
268, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
269, -47, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
270, -40, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 
271, -31, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 
272, -20, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
273, -8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
274, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
275, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
276, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 
277, 42, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
278, 51, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 
279, 57, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
280, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
281, 62, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
282, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
283, 54, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
284, 47, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
285, 37, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
286, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
287, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
289, -13, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
290, -25, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
291, -35, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 
292, -43, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
293, -49, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
294, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
295, -53, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
296, -51, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
297, -46, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 
298, -39, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
299, -30, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
300, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
301, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
302, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
303, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
304, 32, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
305, 42, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
306, 51, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 
307, 57, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
308, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
309, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
310, 58, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
311, 53, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
312, 45, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
313, 35, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
314, 23, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 
315, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
316, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
317, -15, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
318, -27, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 
319, -36, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
320, -44, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
321, -49, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
322, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
323, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
324, -50, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
325, -44, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
326, -37, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
327, -27, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 
328, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
329, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
330, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
331, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
332, 34, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
333, 44, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
334, 52, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
335, 58, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
336, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
337, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
338, 57, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
339, 51, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 
340, 42, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
341, 32, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
342, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
343, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
344, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
345, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
346, -29, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
347, -38, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
348, -45, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
349, -50, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
350, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
351, -51, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
352, -48, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
353, -43, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
354, -34, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
355, -24, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
356, -12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
358, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
359, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
360, 37, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
361, 47, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
362, 54, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
363, 59, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
364, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
365, 59, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
366, 55, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 
367, 49, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 
368, 40, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
369, 29, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 
370, 17, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
371, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
372, -9, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
373, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
374, -31, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 
375, -40, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 
376, -46, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 
377, -50, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
378, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
379, -51, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
380, -47, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
381, -41, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 
382, -32, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
383, -22, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
384, -10, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
385, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
386, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
387, 28, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
388, 39, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
389, 48, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
390, 55, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 
391, 59, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
392, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
393, 59, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
394, 54, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
395, 47, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
396, 37, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
397, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
398, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
399, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
400, -12, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
401, -23, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
402, -33, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
403, -41, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 
404, -47, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 
405, -50, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
406, -51, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
407, -50, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
408, -46, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 
409, -39, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
410, -30, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
411, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
412, -7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
413, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
414, 18, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
415, 30, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
416, 41, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 
417, 50, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
418, 56, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
419, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
420, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
421, 58, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
422, 53, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
423, 45, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
424, 36, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
425, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
426, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
427, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
428, -14, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
429, -25, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
430, -35, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 
431, -43, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
432, -48, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
433, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
434, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
435, -50, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
436, -45, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 
437, -38, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
438, -29, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
439, -18, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
440, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
441, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
442, 21, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 
443, 32, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
444, 43, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 
445, 51, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 
446, 57, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
447, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
448, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
449, 58, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
450, 52, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
451, 44, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
452, 34, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
453, 22, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
454, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
455, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
456, -16, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
457, -28, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 
458, -37, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
459, -44, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
460, -50, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
461, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
462, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
463, -49, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
464, -44, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
465, -37, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
466, -27, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 
467, -15, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 
468, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
469, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
470, 24, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
471, 35, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 
472, 45, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
473, 53, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
474, 59, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
475, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
476, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
477, 57, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
478, 50, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
479, 42, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
480, 31, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 
481, 19, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 
482, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
483, -7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 
484, -20, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
485, -31, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 
486, -40, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 
487, -46, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 
488, -51, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
489, -53, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
490, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
491, -48, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
492, -42, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
493, -34, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
494, -23, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
495, -11, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 
496, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
497, 15, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 
498, 28, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
499, 39, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
500, 48, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
501, 56, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
502, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
503, 62, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
504, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
505, 56, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
506, 49, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 
507, 39, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 
508, 28, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
509, 16, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
510, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
511, -10, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
512, -23, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 
513, -33, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 
514, -42, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
515, -48, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
516, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
517, -53, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
518, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
519, -48, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
520, -41, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 
521, -32, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
522, -21, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 
523, -9, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 
524, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
525, 17, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 
526, 30, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
527, 41, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 
528, 50, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
529, 56, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
530, 60, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
531, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
532, 59, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
533, 54, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
534, 47, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 
535, 37, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 
536, 26, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
537, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
538, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
539, -13, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 
540, -25, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 
541, -35, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 
542, -43, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 
543, -49, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 
544, -52, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
545, -53, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 
546, -51, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 
547, -46, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 
548, -39, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 
549, -30, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
550, -19, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 
551, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
552, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
553, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
554, 32, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
555, 43, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 
556, 51, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 
557, 57, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 
558, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
559, 61, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 
560, 58, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
561, 53, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 
562, 45, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 
