Groups:
Filter:Filter_0_inst|Filter_bits[11..0] =, Filter:Filter_0_inst|Filter_bits[11], Filter:Filter_0_inst|Filter_bits[10], Filter:Filter_0_inst|Filter_bits[9], Filter:Filter_0_inst|Filter_bits[8], Filter:Filter_0_inst|Filter_bits[7], Filter:Filter_0_inst|Filter_bits[6], Filter:Filter_0_inst|Filter_bits[5], Filter:Filter_0_inst|Filter_bits[4], Filter:Filter_0_inst|Filter_bits[3], Filter:Filter_0_inst|Filter_bits[2], Filter:Filter_0_inst|Filter_bits[1], Filter:Filter_0_inst|Filter_bits[0],  signed decimal

Data:
time unit: s, Filter:Filter_0_inst|Filter_bits[11..0], Filter:Filter_0_inst|Filter_bits[11], Filter:Filter_0_inst|Filter_bits[10], Filter:Filter_0_inst|Filter_bits[9], Filter:Filter_0_inst|Filter_bits[8], Filter:Filter_0_inst|Filter_bits[7], Filter:Filter_0_inst|Filter_bits[6], Filter:Filter_0_inst|Filter_bits[5], Filter:Filter_0_inst|Filter_bits[4], Filter:Filter_0_inst|Filter_bits[3], Filter:Filter_0_inst|Filter_bits[2], Filter:Filter_0_inst|Filter_bits[1], Filter:Filter_0_inst|Filter_bits[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, 
8250, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
8251, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
8252, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
8253, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8254, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8255, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8256, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8257, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8258, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8259, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8260, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8261, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8262, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8263, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
8264, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
8265, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
8266, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8267, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8268, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8269, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8270, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8271, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8272, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8274, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8275, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8276, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8277, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8278, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8279, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8280, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8281, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8282, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8283, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8284, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8285, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8286, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8287, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8288, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8289, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8290, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8291, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8292, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8293, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8294, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8295, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8296, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8297, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8298, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8299, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8300, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8302, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8303, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8304, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8305, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8306, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8307, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8308, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8309, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8310, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8311, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8312, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8313, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8314, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8315, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8316, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8317, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8318, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8319, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8320, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
8321, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8322, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8323, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8324, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8325, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8326, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8327, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8328, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8329, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8330, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8331, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8332, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8333, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
8334, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
8335, -6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
8336, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8337, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8338, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8339, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8340, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8341, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8342, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8343, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8344, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8345, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8346, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8347, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8348, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 
8349, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8350, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
8351, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8352, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8353, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8354, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8355, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8356, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8358, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8359, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8360, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8361, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8362, -5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
8363, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8364, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8365, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8366, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8367, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8368, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8369, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8370, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8371, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8372, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8373, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8374, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8375, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8376, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8377, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8378, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8379, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8380, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8381, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8382, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8383, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8384, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8385, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8386, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8387, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8388, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8389, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8390, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8391, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8392, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8393, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8394, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8395, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8396, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8397, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8398, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8399, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8400, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8401, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8402, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8403, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8404, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8405, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8406, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8407, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8408, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8409, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8410, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8411, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8412, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8413, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8414, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8415, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8416, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8417, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8418, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8419, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8420, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8422, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8423, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8424, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8425, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8426, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8427, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8428, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8429, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8430, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8431, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8432, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8433, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8434, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8435, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8436, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8437, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8438, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8439, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8440, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8441, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8442, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8443, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8444, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8445, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8446, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8447, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8449, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8450, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8451, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8452, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8453, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8454, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8455, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8456, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8457, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8458, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8459, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8460, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8461, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8462, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8463, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8464, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8465, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8466, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8468, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8469, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8470, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8471, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8472, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8473, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8474, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8475, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8476, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8478, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8479, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8480, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8481, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8482, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8483, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8484, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8485, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8486, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8487, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8488, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8489, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8490, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8491, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8492, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8493, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8494, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8495, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8496, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8497, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8498, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8499, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8500, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8501, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8502, -4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
8503, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8504, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8506, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8507, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8508, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8509, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8510, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8511, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8512, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8513, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8514, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 
8515, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8516, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8517, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8518, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8519, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8520, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 
8521, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8522, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
8523, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8524, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8525, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8526, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8527, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8528, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8529, -3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 
8530, -2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
8531, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
8532, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8533, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8534, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8535, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8536, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8537, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8538, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8539, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8540, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8541, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8542, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8543, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
8544, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 
8545, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
8546, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 
8547, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
8548, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
8549, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 
8550, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 
8551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
8552, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
