Groups:
AD9226_0_BITS[11..0] =, AD9226_0_BITS[11], AD9226_0_BITS[10], AD9226_0_BITS[9], AD9226_0_BITS[8], AD9226_0_BITS[7], AD9226_0_BITS[6], AD9226_0_BITS[5], AD9226_0_BITS[4], AD9226_0_BITS[3], AD9226_0_BITS[2], AD9226_0_BITS[1], AD9226_0_BITS[0],  hex
AD9226_1_BITS[11..0] =, AD9226_1_BITS[11], AD9226_1_BITS[10], AD9226_1_BITS[9], AD9226_1_BITS[8], AD9226_1_BITS[7], AD9226_1_BITS[6], AD9226_1_BITS[5], AD9226_1_BITS[4], AD9226_1_BITS[3], AD9226_1_BITS[2], AD9226_1_BITS[1], AD9226_1_BITS[0],  hex

Data:
time unit: s, AD9226_0_BITS[11..0], AD9226_0_BITS[11], AD9226_0_BITS[10], AD9226_0_BITS[9], AD9226_0_BITS[8], AD9226_0_BITS[7], AD9226_0_BITS[6], AD9226_0_BITS[5], AD9226_0_BITS[4], AD9226_0_BITS[3], AD9226_0_BITS[2], AD9226_0_BITS[1], AD9226_0_BITS[0], AD9226_1_BITS[11..0], AD9226_1_BITS[11], AD9226_1_BITS[10], AD9226_1_BITS[9], AD9226_1_BITS[8], AD9226_1_BITS[7], AD9226_1_BITS[6], AD9226_1_BITS[5], AD9226_1_BITS[4], AD9226_1_BITS[3], AD9226_1_BITS[2], AD9226_1_BITS[1], AD9226_1_BITS[0], 
0, XXX, X, X, X, X, X, X, X, X, X, X, X, X, XXX, X, X, X, X, X, X, X, X, X, X, X, X, 
66, 0F2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 136, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
67, 0F1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 136, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
68, 0F1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 136, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
69, 0F3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 136, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
70, 0EE, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 137, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 
71, 0F0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 134, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
72, 0F4, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 134, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
73, 0EF, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 139, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 
74, 0F1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 137, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 
75, 0EE, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 134, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
76, 0F2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 137, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 
77, 0F3, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 137, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 
78, 0EE, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 132, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 
79, 0F2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 136, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
80, 0F4, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 137, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 
81, 0ED, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 135, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 
82, 0EE, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 136, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
83, 0F1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 138, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
84, 0EE, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 132, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 
85, 0F2, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 136, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
